"NAM"	"DAT"	"PERIOD"	"ӘАОЖ(каталог бойынша)"	"LӘАОЖ(каталог бойынша)"	"ОЖА"	"LОЖА"	"VAL"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2013 г."	"201303"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"4.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2013 г."	"201306"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"4.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2012 г."	"201209"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2013 г."	"201309"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"3.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2013 г."	"201312"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"2.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2014 г."	"201409"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2011 г."	"201109"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"4.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"3.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"4.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"4.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"3.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"4.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.2"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"6.9"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"7.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"4.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"4.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.8"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"7.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.6"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"ZHAMBYL REGION"	"0"	"Total"	"0"	"5.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2011 г."	"201103"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2011 г."	"201106"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"5.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2015 г."	"201503"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2015 г."	"201506"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2015 г."	"201509"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2015 г."	"201512"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2016 г."	"201606"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.8"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2016 г."	"201609"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2016 г."	"201612"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2014 г."	"201403"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2014 г."	"201406"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2014 г."	"201412"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2012 г."	"201203"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2012 г."	"201206"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2012 г."	"201212"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2013 г."	"201303"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"4.2"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2013 г."	"201306"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2012 г."	"201209"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2013 г."	"201309"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.6"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2013 г."	"201312"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2014 г."	"201409"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"1.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2011 г."	"201109"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"5.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"4.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"4.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"4.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"4.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.5"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"5.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"7.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"5.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"4.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"4.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.5"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"3.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"SOLTUSTIK KAZAKHSTAN REGION"	"0"	"urban area"	"0"	"2.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2011 г."	"201103"	"ALMATY REGION"	"0"	"Total"	"0"	"1.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2011 г."	"201106"	"ALMATY REGION"	"0"	"Total"	"0"	"3.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2015 г."	"201503"	"ALMATY REGION"	"0"	"Total"	"0"	"2.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2015 г."	"201506"	"ALMATY REGION"	"0"	"Total"	"0"	"2.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2015 г."	"201509"	"ALMATY REGION"	"0"	"Total"	"0"	"2.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2015 г."	"201512"	"ALMATY REGION"	"0"	"Total"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2016 г."	"201606"	"ALMATY REGION"	"0"	"Total"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2016 г."	"201609"	"ALMATY REGION"	"0"	"Total"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2016 г."	"201612"	"ALMATY REGION"	"0"	"Total"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2014 г."	"201403"	"ALMATY REGION"	"0"	"Total"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2014 г."	"201406"	"ALMATY REGION"	"0"	"Total"	"0"	"2.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2014 г."	"201412"	"ALMATY REGION"	"0"	"Total"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2012 г."	"201203"	"ALMATY REGION"	"0"	"Total"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2012 г."	"201206"	"ALMATY REGION"	"0"	"Total"	"0"	"3.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2012 г."	"201212"	"ALMATY REGION"	"0"	"Total"	"0"	"1.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2013 г."	"201303"	"ALMATY REGION"	"0"	"Total"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2013 г."	"201306"	"ALMATY REGION"	"0"	"Total"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2012 г."	"201209"	"ALMATY REGION"	"0"	"Total"	"0"	"3.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2013 г."	"201309"	"ALMATY REGION"	"0"	"Total"	"0"	"1.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2013 г."	"201312"	"ALMATY REGION"	"0"	"Total"	"0"	"2.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2014 г."	"201409"	"ALMATY REGION"	"0"	"Total"	"0"	"2.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2011 г."	"201109"	"ALMATY REGION"	"0"	"Total"	"0"	"5.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"ALMATY REGION"	"0"	"Total"	"0"	"1.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"ALMATY REGION"	"0"	"Total"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"ALMATY REGION"	"0"	"Total"	"0"	"2.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"ALMATY REGION"	"0"	"Total"	"0"	"5.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"ALMATY REGION"	"0"	"Total"	"0"	"3.4"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"ALMATY REGION"	"0"	"Total"	"0"	"3.3"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"ALMATY REGION"	"0"	"Total"	"0"	"2.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"ALMATY REGION"	"0"	"Total"	"0"	"3.3"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"ALMATY REGION"	"0"	"Total"	"0"	"1.9"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"ALMATY REGION"	"0"	"Total"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"ALMATY REGION"	"0"	"Total"	"0"	"3.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"ALMATY REGION"	"0"	"Total"	"0"	"3.0"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"ALMATY REGION"	"0"	"Total"	"0"	"4.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"ALMATY REGION"	"0"	"Total"	"0"	"3.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"ALMATY REGION"	"0"	"Total"	"0"	"3.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"ALMATY REGION"	"0"	"Total"	"0"	"3.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"ALMATY REGION"	"0"	"Total"	"0"	"4.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"ALMATY REGION"	"0"	"Total"	"0"	"4.5"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"ALMATY REGION"	"0"	"Total"	"0"	"3.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"ALMATY REGION"	"0"	"Total"	"0"	"2.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"ALMATY REGION"	"0"	"Total"	"0"	"4.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"ALMATY REGION"	"0"	"Total"	"0"	"4.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"ALMATY REGION"	"0"	"Total"	"0"	"3.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2023 г."	"202306"	"ALMATY REGION"	"0"	"Total"	"0"	"3.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2023 г."	"202309"	"ALMATY REGION"	"0"	"Total"	"0"	"3.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2023 г."	"202312"	"ALMATY REGION"	"0"	"Total"	"0"	"3.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2024 г."	"202403"	"ALMATY REGION"	"0"	"Total"	"0"	"3.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2024 г."	"202406"	"ALMATY REGION"	"0"	"Total"	"0"	"3.8"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2024 г."	"202409"	"ALMATY REGION"	"0"	"Total"	"0"	"4.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2024 г."	"202412"	"ALMATY REGION"	"0"	"Total"	"0"	"3.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2025 г."	"202503"	"ALMATY REGION"	"0"	"Total"	"0"	"3.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2011 г."	"201103"	"AKTOBE REGION"	"0"	"countryside"	"0"	"5.3"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2011 г."	"201106"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2015 г."	"201503"	"AKTOBE REGION"	"0"	"countryside"	"0"	"3.6"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2015 г."	"201506"	"AKTOBE REGION"	"0"	"countryside"	"0"	"3.6"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2015 г."	"201509"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.1"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2015 г."	"201512"	"AKTOBE REGION"	"0"	"countryside"	"0"	"2.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2016 г."	"201606"	"AKTOBE REGION"	"0"	"countryside"	"0"	"3.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2016 г."	"201609"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.0"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2016 г."	"201612"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2014 г."	"201403"	"AKTOBE REGION"	"0"	"countryside"	"0"	"3.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2014 г."	"201406"	"AKTOBE REGION"	"0"	"countryside"	"0"	"3.6"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2014 г."	"201412"	"AKTOBE REGION"	"0"	"countryside"	"0"	"3.1"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2012 г."	"201203"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.8"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2012 г."	"201206"	"AKTOBE REGION"	"0"	"countryside"	"0"	"5.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2012 г."	"201212"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.4"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2013 г."	"201303"	"AKTOBE REGION"	"0"	"countryside"	"0"	"3.7"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2013 г."	"201306"	"AKTOBE REGION"	"0"	"countryside"	"0"	"3.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2012 г."	"201209"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2013 г."	"201309"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.2"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2013 г."	"201312"	"AKTOBE REGION"	"0"	"countryside"	"0"	"3.4"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2014 г."	"201409"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.0"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2011 г."	"201109"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.8"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2011 г."	"201112"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2017 г."	"201712"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2018 г."	"201803"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2018 г."	"201806"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.8"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2018 г."	"201809"	"AKTOBE REGION"	"0"	"countryside"	"0"	"5.3"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2018 г."	"201812"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.7"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2019 г."	"201903"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.9"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2019 г."	"201906"	"AKTOBE REGION"	"0"	"countryside"	"0"	"4.8"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2016 г."	"201603"	"AKTOBE REGION"	"0"	"countryside"	"0"	"3.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2019 г."	"201909"	"AKTOBE REGION"	"0"	"countryside"	"0"	"7.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2019 г."	"201912"	"AKTOBE REGION"	"0"	"countryside"	"0"	"5.0"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2020 г."	"202003"	"AKTOBE REGION"	"0"	"countryside"	"0"	"6.2"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2020 г."	"202006"	"AKTOBE REGION"	"0"	"countryside"	"0"	"6.2"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2020 г."	"202009"	"AKTOBE REGION"	"0"	"countryside"	"0"	"7.7"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2020 г."	"202012"	"AKTOBE REGION"	"0"	"countryside"	"0"	"7.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2021 г."	"202103"	"AKTOBE REGION"	"0"	"countryside"	"0"	"5.7"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2021 г."	"202109"	"AKTOBE REGION"	"0"	"countryside"	"0"	"6.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2021 г."	"202112"	"AKTOBE REGION"	"0"	"countryside"	"0"	"8.6"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2022 г."	"202203"	"AKTOBE REGION"	"0"	"countryside"	"0"	"6.1"
"Share of the population with incomes below the subsistence level()"	"2 квартал 2022 г."	"202206"	"AKTOBE REGION"	"0"	"countryside"	"0"	"5.9"
"Share of the population with incomes below the subsistence level()"	"4 квартал 2022 г."	"202212"	"AKTOBE REGION"	"0"	"countryside"	"0"	"8.2"
"Share of the population with incomes below the subsistence level()"	"1 квартал 2023 г."	"202303"	"AKTOBE REGION"	"0"	"countryside"	"0"	"8.3"
"Share of the population with incomes below the subsistence level()"	"3 квартал 2022 г."	"202209"	"AKTOBE REGION"	"0"	"countryside"	"0"	"9.5"
